"id","observed_on","lon","lat","species_guess","place_guess","taxon.id","taxon.name","taxon.rank","taxon.ancestry","taxon.common_name.id","taxon.common_name.name","taxon.common_name.is_valid","taxon.common_name.lexicon","iconic_taxon.id","iconic_taxon.name","iconic_taxon.rank","iconic_taxon.rank_level"
118664653,"2022-04-07","-76.1086224709","45.3985321156","Blue-spotted Salamander","Ontario, CA",52354,"Ambystoma laterale","species","48460/1/2/355675/20978/26718/26720/26721",83063,"Blue-spotted Salamander",TRUE,"English",20978,"Amphibia","class",50
118637041,"2022-05-22","-77.0508698916","44.7015145932","Blanding's Turtle","Ontario, CA",39885,"Emydoidea blandingii","species","48460/1/2/355675/26036/39532/39760/797516/39884",136263,"Blanding's Turtle",TRUE,"English",26036,"Reptilia","class",50
118636635,"2022-05-22","-76.4982464579","44.9191531761","Blanding's Turtle","Ontario, CA",39885,"Emydoidea blandingii","species","48460/1/2/355675/26036/39532/39760/797516/39884",136263,"Blanding's Turtle",TRUE,"English",26036,"Reptilia","class",50
118636079,"2022-05-22","-76.3832661327","44.9538585616","Common Snapping Turtle","Fallbrook Rd, Tay Valley, ON, CA",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
118538043,"2022-05-17","-75.566226","45.417332","Painted Turtle","Ottawa Greenbelt, CA-ON-OT, CA-ON, CA",39771,"Chrysemys picta","species","48460/1/2/355675/26036/39532/39760/797544/39770",151451,"Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
118309117,"2022-05-22","-81.2582555556","43.0410472222","Common Snapping Turtle","Middlesex, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
118302091,"2022-05-22","-81.2577216667","43.0405695","Common Snapping Turtle","Adelaide St N, London, ON, CA",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
118285979,"2022-05-22","-80.2763533333","45.4953916667","Midland Painted Turtle","Skerryvore Community Rd, Parry Sound, Unorganized, Centre Part, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
118285696,"2022-05-22","-80.2397166667","45.4172216667","Midland Painted Turtle","Road 559, Carling, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
118285393,"2022-05-22","-79.8253166667","45.260945","Common Snapping Turtle","Lake Joseph Rd, Seguin, ON, CA",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
118270020,"2022-05-22","-81.136662337","42.8514086799","Eastern Garter Snake","Ontario, CA",28365,"Thamnophis sirtalis sirtalis","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/28339/28362",152264,"Eastern Garter Snake",TRUE,"English",26036,"Reptilia","class",50
118183059,"2022-05-22","-75.7227633333","44.9492416667","Northern Redbelly Snake","Craig Rd, North Grenville, ON, CA",28559,"Storeria occipitomaculata occipitomaculata","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/28555/28557",99026,"Northern Redbelly Snake",TRUE,"English",26036,"Reptilia","class",50
118083357,"2022-05-21","-79.9672616667","43.7331716667","Midland Painted Turtle","Winston Churchill Blvd, Caledon, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
118083308,"2022-05-21","-79.9547498771","43.7234755226","Common Snapping Turtle","Terra Cotta Conservation Area, Halton Hills, ON, CA",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
118022618,"2022-05-20","-80.1204707526","43.5495349959","Common Snapping Turtle","First Line, Milton, ON, CA",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
118022236,"2022-05-21","-82.3414872887","42.2048263936","Eastern Foxsnake","Ontario, CA",320680,"Pantherophis vulpinus","species","48460/1/2/355675/26036/26172/85553/26504/797520/59649",454661,"Eastern Foxsnake",TRUE,"English",26036,"Reptilia","class",50
117917157,"2022-05-20","-79.2264085171","43.9501995687","Common Snapping Turtle","Rouge National Urban Park, Markham, ON, CA",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117910552,"2022-05-04","-112.0796064712","49.9201401489","Bullsnake","Division No. 2, CA-AB, CA",60347,"Pituophis catenifer sayi","subspecies","48460/1/2/355675/26036/26172/85553/26504/797520/29033/29044",202896,"Bullsnake",TRUE,"English",26036,"Reptilia","class",50
117859149,"2022-05-20","-76.2498607016","44.7682383634","Notophthalme vert de l'Est","Murphys Point Provincial Park, Tay Valley, ON, CA",123499,"Notophthalmus viridescens viridescens","subspecies","48460/1/2/355675/20978/26718/27701/787591/27800/27805",220931,"Red-spotted Newt",TRUE,"English",20978,"Amphibia","class",50
117805342,"2022-05-19","-80.389317","43.2946099722","Midland Painted Turtle","Ayr, ON N0B 1E0, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117790838,"2022-05-19","-76.74556805","44.86401698","Painted Turtle","Frontenac, CA-ON, CA",39771,"Chrysemys picta","species","48460/1/2/355675/26036/39532/39760/797544/39770",151451,"Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117790829,"2022-05-19","-76.97018625","44.94837736","Common Watersnake","Frontenac, CA-ON, CA",29305,"Nerodia sipedon","species","48460/1/2/355675/26036/26172/85553/26504/532896/29299",2187764,"Common Watersnake",TRUE,"English",26036,"Reptilia","class",50
117790818,"2022-05-19","-76.98355064","44.95569307","Painted Turtle","Frontenac, CA-ON, CA",39771,"Chrysemys picta","species","48460/1/2/355675/26036/39532/39760/797544/39770",151451,"Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117790729,"2022-05-19","-76.82303784","45.01153948","Northern Watersnake","Frontenac, CA-ON, CA",29306,"Nerodia sipedon sipedon","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/29299/29305",1863833,"Northern Watersnake",TRUE,"English",26036,"Reptilia","class",50
117790715,"2022-05-19","-76.70624934","44.86201169","Midland Painted Turtle","Frontenac, CA-ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117790621,"2022-05-19","-76.70620654","44.86167762","Painted Turtle","Frontenac, CA-ON, CA",39771,"Chrysemys picta","species","48460/1/2/355675/26036/39532/39760/797544/39770",151451,"Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117790603,"2022-05-19","-76.70632292","44.86191188","Midland Painted Turtle","Frontenac, CA-ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117790528,"2022-05-19","-76.7063838","44.86184906","Midland Painted Turtle","Frontenac, CA-ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117790507,"2022-05-19","-76.70608913","44.86194453","Midland Painted Turtle","Frontenac, CA-ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117790476,"2022-05-19","-76.70410682","44.84165833","Common Snapping Turtle","Frontenac, CA-ON, CA",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117769262,"2022-05-17","-77.9811944444","44.976925","Common Snapping Turtle","Highway 28, Hastings County, ON K0L 1C0, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117768850,"2022-05-12","-82.68627836","41.75567772","American Bullfrog","Pelee Island, ON N0R 1M0, Canada",65979,"Lithobates catesbeianus","species","48460/1/2/355675/20978/20979/25473/60340",30357,"American Bullfrog",TRUE,"English",20978,"Amphibia","class",50
117768838,"2022-05-09","-82.633805126","41.8197682259","Lake Erie Watersnake","Pelee Island, ON N0R 1M0, Canada",29308,"Nerodia sipedon insularum","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/29299/29305",1889148,"Lake Erie Watersnake",TRUE,"English",26036,"Reptilia","class",50
117768804,"2022-05-08","-82.6399705186","41.802195936","Common Snapping Turtle","Oldcastle, ON N0R 1L0, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117768684,"2022-05-08","-82.648114711","41.7860633111","Green Frog","Pelee Island, ON N0R 1M0, Canada",65982,"Lithobates clamitans","species","48460/1/2/355675/20978/20979/25473/60340",30369,"Green Frog",TRUE,"English",20978,"Amphibia","class",50
117768614,"2022-05-08","-82.6302092895","41.8001222188","Midland Painted Turtle","Pelee Island, ON N0R 1M0, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117676014,"2022-05-12","-78.4584413165","44.5417358181","Common Snapping Turtle","Peterborough, CA-ON, CA",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117543586,"2022-05-17","-80.3087574603","45.5768276437","Blanding's Turtle","Parry Sound, CA-ON, CA",39885,"Emydoidea blandingii","species","48460/1/2/355675/26036/39532/39760/797516/39884",136263,"Blanding's Turtle",TRUE,"English",26036,"Reptilia","class",50
117526873,"2022-05-15","-79.7375166667","44.8151944444","Common Snapping Turtle","Port Severn, ON L0K 1S0, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117526657,"2022-05-15","-79.7375638889","44.8153305556","Common Snapping Turtle","Port Severn, ON L0K 1S0, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117497599,"2022-05-17","-80.1947666823","43.4001736101","Midland Painted Turtle","Wellington Rd 35, Puslinch, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117457065,"2022-05-16","-77.30473","44.47821","Northern Leopard Frog","Tweed, ON, Canada",66003,"Lithobates pipiens","species","48460/1/2/355675/20978/20979/25473/60340",30433,"Northern Leopard Frog",TRUE,"English",20978,"Amphibia","class",50
117444894,"2022-05-17","-75.8836056387","45.6007870329","Painted Turtle","Ch de la Rivière, Chelsea, QC, CA",39771,"Chrysemys picta","species","48460/1/2/355675/26036/39532/39760/797544/39770",151451,"Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117412054,"2022-05-16","-112.8667010076","53.6628067374","Western Toad","Elk Island National Park of Canada, Improvement District No. 13 Elk Island, AB, CA",64970,"Anaxyrus boreas","species","48460/1/2/355675/20978/20979/21359/64747",25765,"Western Toad",TRUE,"English",20978,"Amphibia","class",50
117403139,"2022-05-16","-80.2475721096","45.4149232729","Midland Painted Turtle","Road 559, Carling, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117386074,"2022-05-13","-78.7276767377","44.9119916803","Common Snapping Turtle","Highway 35, Minden Hills, ON, CA",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117383187,"2022-05-16","-81.081375","44.6189633333","Northern Watersnake","County Road 170, Georgian Bluffs, ON, CA",29306,"Nerodia sipedon sipedon","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/29299/29305",1863833,"Northern Watersnake",TRUE,"English",26036,"Reptilia","class",50
117356871,"2022-05-16","-80.2739815833","43.4629332833","Common Snapping Turtle","County Road 32, Puslinch, ON, CA",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117355037,"2022-05-16","-80.0835416667","43.93297","Midland Painted Turtle","Island Lake Reservoir Conservation Area, Mono, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117352399,"2022-05-16","-81.0158222167","44.648145","Midland Painted Turtle","County Road 170, Georgian Bluffs, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117345945,"2022-05-16","-80.40348","42.58122","Common Snapping Turtle","Erie Blvd, Norfolk County, ON, CA",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117345188,"2022-05-16","-75.7677567532","45.224618094","","Ontario, CA",39858,"Graptemys geographica","species","48460/1/2/355675/26036/39532/39760/797544/39844",63373,"Northern Map Turtle",TRUE,"English",26036,"Reptilia","class",50
117310710,"2022-05-16","-76.3089886308","45.1513568871","Common Snapping Turtle","Wolf Grove Rd, Lanark Highlands, ON, CA",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117309599,"2022-05-16","-76.2782454864","45.1713066549","Midland Painted Turtle","Wolf Grove Rd, Mississippi Mills, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117308742,"2022-05-16","-76.2393720845","45.1974039837","Midland Painted Turtle","Wolf Grove Rd, Mississippi Mills, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117298353,"2022-05-15","-123.5470425997","48.3529222","Northern Pacific Tree Frog","William Head at Sandgate, Metchosin, BC V9C 4H5, Canada",24259,"Pseudacris regilla","species","48460/1/2/355675/20978/20979/23540/787552/24253",1210054,"Northern Pacific Tree Frog",TRUE,"English",20978,"Amphibia","class",50
117298142,"2022-05-15","-123.5469405997","48.3526432","Northern Pacific Tree Frog","William Head at Sandgate, Metchosin, BC V9C 4H5, Canada",24259,"Pseudacris regilla","species","48460/1/2/355675/20978/20979/23540/787552/24253",1210054,"Northern Pacific Tree Frog",TRUE,"English",20978,"Amphibia","class",50
117261476,"2022-05-15","-80.3504823778","42.442695338","Blanding's Turtle","Ontario, CA",39885,"Emydoidea blandingii","species","48460/1/2/355675/26036/39532/39760/797516/39884",136263,"Blanding's Turtle",TRUE,"English",26036,"Reptilia","class",50
117244770,"2022-05-15","-80.4679156172","42.4935079234","Blanding's Turtle","Ontario, CA",39885,"Emydoidea blandingii","species","48460/1/2/355675/26036/39532/39760/797516/39884",136263,"Blanding's Turtle",TRUE,"English",26036,"Reptilia","class",50
117243875,"2022-05-14","-77.4713883333","44.6382216667","Midland Painted Turtle","Cooper Rd, Madoc, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117243831,"2022-05-15","-77.77703","44.4532383333","Midland Painted Turtle","Highway 7, Havelock-Belmont-Methuen, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117214162,"2022-05-15","-80.9181666667","44.68083","Painted Turtle","Presquile Rd, Georgian Bluffs, ON, CA",39771,"Chrysemys picta","species","48460/1/2/355675/26036/39532/39760/797544/39770",151451,"Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117189862,"2022-05-15","-80.6565646318","43.1825605386","Midland Painted Turtle","Township Rd 4, Blandford-Blenheim, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117189681,"2022-05-15","-80.6565602726","43.1824339122","Midland Painted Turtle","Township Rd 4, Blandford-Blenheim, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117164221,"2022-05-15","-79.366745","43.6850616667","Midland Painted Turtle","Evergreen, Toronto, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117164170,"2022-05-15","-79.3672116667","43.6869866667","Common Snapping Turtle","Evergreen Brick Works, Toronto, ON, CA",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117160168,"2022-05-14","-75.786645","44.98198","Midland Painted Turtle","River Rd, North Grenville, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117159606,"2022-05-15","-75.7222833333","44.949905","Northern Leopard Frog","Craig Rd, North Grenville, ON, CA",66003,"Lithobates pipiens","species","48460/1/2/355675/20978/20979/25473/60340",30433,"Northern Leopard Frog",TRUE,"English",20978,"Amphibia","class",50
117159496,"2022-05-15","-75.7209633333","44.9500716667","American Toad","Craig Rd, North Grenville, ON, CA",64968,"Anaxyrus americanus","species","48460/1/2/355675/20978/20979/21359/64747",25665,"American Toad",TRUE,"English",20978,"Amphibia","class",50
117159411,"2022-05-15","-75.7210216667","44.9503866667","Gray Treefrog","Craig Rd, North Grenville, ON, CA",23783,"Hyla versicolor","species","48460/1/2/355675/20978/20979/23540/787592/23747/922247",734833,"Gray Treefrog",TRUE,"English",20978,"Amphibia","class",50
117159253,"2022-05-15","-75.7196283333","44.9507616667","Gray Treefrog","Craig Rd, North Grenville, ON, CA",23783,"Hyla versicolor","species","48460/1/2/355675/20978/20979/23540/787592/23747/922247",734833,"Gray Treefrog",TRUE,"English",20978,"Amphibia","class",50
117143280,"2022-05-14","-79.1248611111","44.43005","Common Snapping Turtle","Beaverton, ON L0K 1A0, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117143037,"2022-05-14","-78.8380166667","44.4968972222","Midland Painted Turtle","Cameron, ON K0M 1G0, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117125156,"2022-05-14","-80.266083537","45.3794862701","Eastern Garter Snake","Snug Harbour Rd, Carling, ON, CA",28365,"Thamnophis sirtalis sirtalis","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/28339/28362",152264,"Eastern Garter Snake",TRUE,"English",26036,"Reptilia","class",50
117125049,"2022-05-14","-80.2751166667","45.3779633333","Midland Painted Turtle","Snug Harbour Rd, Carling, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117124908,"2022-05-14","-80.3693704128","45.2889746468","Massasauga","Parry Sound, CA-ON, CA",520469,"Sistrurus catenatus","species","48460/1/2/355675/26036/26172/85553/30667/797576/30979",893262,"Massasauga",TRUE,"English",26036,"Reptilia","class",50
117123464,"2022-05-15","-72.2710948997","45.3557022","tortue serpentine","Stukely, Memphrémagog, QC J0E, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117028652,"2022-05-14","-75.5632436648","45.4124974854","Common Snapping Turtle","Ottawa, ON K1C 7G4, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117028440,"2022-05-14","-75.5630468577","45.4121818626","Midland Painted Turtle","Ottawa, ON K1C 7G4, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117028130,"2022-05-14","-75.5595485866","45.4062932092","Midland Painted Turtle","Ottawa, ON K0A 2Y0, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117025701,"2022-05-14","-75.554400757","45.3973550198","Common Snapping Turtle","Ottawa, ON K1A 0E7, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
117022903,"2022-05-14","-75.5474461243","45.3846820205","Midland Painted Turtle","Ottawa, ON K0A 2Y0, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
117022647,"2022-05-14","-75.5484103784","45.3863948685","Midland Painted Turtle","Ottawa, ON K0A 2Y0, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
116982764,"2022-05-14","-64.6935716667","45.0805695","Painted Turtle","Black Rock Rd, Kings, NS, CA",39771,"Chrysemys picta","species","48460/1/2/355675/26036/39532/39760/797544/39770",151451,"Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
116904634,"2022-05-13","-78.1066609539","44.7451057383","Midland Painted Turtle","Fire Rte 80, North Kawartha, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
116904539,"2022-05-13","-78.1094159839","44.7452887986","Midland Painted Turtle","Anstruther Lake Rd, North Kawartha, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
116870995,"2022-05-06","-81.216477124","44.7966372375","Common Snapping Turtle","Bruce County, ON, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
116859834,"2022-05-13","-76.6139305569","44.5176006038","Eastern Musk Turtle","Frontenac, CA-ON, CA",39703,"Sternotherus odoratus","species","48460/1/2/355675/26036/39532/39699/797558/39702",190351,"Eastern Musk Turtle",TRUE,"English",26036,"Reptilia","class",50
116835128,"2022-05-13","-79.7152236997","43.6243431997","Common Garter Snake","Mississauga, ON L5W 1T4, Canada",28362,"Thamnophis sirtalis","species","48460/1/2/355675/26036/26172/85553/26504/532896/28339",77867,"Common Garter Snake",TRUE,"English",26036,"Reptilia","class",50
116833046,"2022-05-13","-80.8463833333","44.28062","Midland Painted Turtle","Highway 6, West Grey, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
116814075,"2022-05-12","-80.7816801","46.4867202","Northern Watersnake","Wahnapitae, Greater Sudbury, ON, Canada",29306,"Nerodia sipedon sipedon","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/29299/29305",1863833,"Northern Watersnake",TRUE,"English",26036,"Reptilia","class",50
116776093,"2022-05-12","-81.0806361667","44.6197366667","Northern Watersnake","County Road 170, Georgian Bluffs, ON, CA",29306,"Nerodia sipedon sipedon","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/29299/29305",1863833,"Northern Watersnake",TRUE,"English",26036,"Reptilia","class",50
116758479,"2022-05-12","-81.0810388333","44.6193583333","Northern Watersnake","County Road 170, Georgian Bluffs, ON, CA",29306,"Nerodia sipedon sipedon","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/29299/29305",1863833,"Northern Watersnake",TRUE,"English",26036,"Reptilia","class",50
116681160,"2022-05-11","-79.4383083333","44.5595033333","Eastern American Toad","15th Line S, Oro-Medonte, ON, CA",123594,"Anaxyrus americanus americanus","subspecies","48460/1/2/355675/20978/20979/21359/64747/64968",242054,"Eastern American Toad",TRUE,"English",20978,"Amphibia","class",50
116675854,"2022-05-11","-79.434555","44.55547","Green Frog","15th Line S, Oro-Medonte, ON, CA",65982,"Lithobates clamitans","species","48460/1/2/355675/20978/20979/25473/60340",30369,"Green Frog",TRUE,"English",20978,"Amphibia","class",50
116625855,"2022-05-11","-83.0745555","42.2619866667","Midland Painted Turtle","Ojibway Prairie Provincial Nature Reserve, Windsor, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
116608620,"2022-05-11","-82.5736056697","41.8204634683","Midland Painted Turtle","Ontario, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
116446427,"2022-05-10","-82.519200705","41.9489436043","midland painted turtle","Leamington, ON N8H 3V4, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
116436795,"2022-05-10","-79.6170831","43.056876","Midland Painted Turtle","Caistor Centre, ON L0R 1E0, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
116367812,"2022-05-09","-83.8452383333","46.2260583333","Northern Redbelly Snake","St. Joseph Island, Hilton, ON, CA",28559,"Storeria occipitomaculata occipitomaculata","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/28555/28557",99026,"Northern Redbelly Snake",TRUE,"English",26036,"Reptilia","class",50
116345043,"2022-05-09","-82.53451813","41.97070484","Midland Painted Turtle","Leamington, ON N8H 3V4, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
